ID;date;treatment;munic;session;dec1;dec2;dec3;dec4;minutes;sex;age;civil_status;level_educ;activity;income;income_nr;e_food;e_housing;e_transport;e_other1;e_other;frequency;frequency_otro;subsidy;subsidy_other;social_security;financial_planning;households_adults;households_kids;siblings;risk;land;land_owner;debts;trusted_person;death_shock;illness_shock;job_shock;housing_shock;farming_shock;violence_shock;naturaldisaster_shock;problems;problems_illness;problems_accident;problems_dental;problems_other
6;10/07/2021;1.descendente- fee voucher ;2.Filandia;2;e;e;e;e;4.3;0.hombre;69;1.union libre;1.ninguno;1.trabajador en su propia finca ;530000;;;;;;;4.cada mes;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;4;0;6;3;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no;1.si;0.no;0.no
7;10/07/2021;1.descendente- fee voucher ;2.Filandia;2;v;v;v;e;4.04;0.hombre;44;1.union libre;2.primaria;3.otra;800000;;;;;;;2.cada semana ;;3.otro;Joven en Accion;1.subsidiado;2.fondo de pensiones voluntarias;4;2;6;8;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;10/07/2021;1.descendente- fee voucher ;2.Filandia;2;v;v;v;v;5.01;1.mujer;25;4.soltero;4.tecnico;1.trabajador en su propia finca ;800000;;;;;;;2.cada semana ;;2.Si, FeA;;2.contributivo;1.fondo de pensiones obligatorias;5;1;2;7;0.no;;0.no;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
9;10/07/2021;1.descendente- fee voucher ;2.Filandia;2;v;v;v;v;5.2;0.hombre;23;4.soltero;5.universitario;1.trabajador en su propia finca ;1200000;;;;;;;4.cada mes;;1.No;;2.contributivo;4.nada ;4;0;2;8;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;10/07/2021;1.descendente- fee voucher ;2.Filandia;2;v;e;e;e;5.16;0.hombre;26;4.soltero;4.tecnico;1.trabajador en su propia finca ;1500000;;;;;;;4.cada mes;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;2;0;2;10;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;v;v;e;v;4.43;0.hombre;55;4.soltero;2.primaria;3.otra;;1;;;;;;5.otro;NR;1.No;;1.subsidiado;4.nada ;3;0;6;0;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;v;v;e;v;3.56;1.mujer;50;4.soltero;2.primaria;3.otra;;1;;;;;;5.otro;Según lo que venda de revistas ;3.otro;Ayuda humanitaria ;1.subsidiado;4.nada ;3;0;5;2;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no;0.no;0.no;1.si
3;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;v;v;v;v;4.1;0.hombre;38;1.union libre;1.ninguno;2.jornalero;600000;;;;;;;2.cada semana ;;1.No;;3.ninguno;3.preparando a los hijos;2;2;3;0;0.no;;1.si;0.no;0.no;1.si;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no
4;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;e;v;v;e;3.4;0.hombre;54;1.union libre;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;3.preparando a los hijos;5;3;0;1;0.no;;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si
5;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;e;v;v;v;5.37;0.hombre;62;1.union libre;2.primaria;2.jornalero;500000;;220;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;0;12;7;0.no;;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;1.si;0.no;0.no
6;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;e;v;v;v;4.42;0.hombre;49;5.divorciado/separado;3.bachillerato;3.otra;;1;;;;;;5.otro;intermitente;1.No;;1.subsidiado;4.nada ;3;0;3;7;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;v;v;v;v;3.25;1.mujer;56;4.soltero;3.bachillerato;2.jornalero;;1;;;;;;99.No registra;;3.otro;Ingreso solidario;1.subsidiado;4.nada ;2;0;1;10;1.si;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;1.si;1.si;0.no
8;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;e;e;v;e;6.05;0.hombre;62;2.casado;1.ninguno;2.jornalero;420000;;240;;;;;2.cada semana ;;3.otro;Ingreso solidario;1.subsidiado;4.nada ;4;0;3;2;0.no;;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
9;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;e;e;v;v;5.1;1.mujer;40;5.divorciado/separado;2.primaria;2.jornalero;300000;;;;;;;4.cada mes;;3.otro;IVA;1.subsidiado;5.otro;1;1;1;2;0.no;;1.si;1.si;0.no;1.si;0.no;1.si;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
10;10/07/2021;3.ascendente - fee voucher ;7.Córdoba;1;v;e;v;v;7.28;1.mujer;48;2.casado;2.primaria;3.otra;500000;;1;;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;4.nada ;4;0;4;5;0.no;;1.si;1.si;0.no;1.si;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;1.si
1;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;e;e;v;6.5;0.hombre;74;3.viudo;1.ninguno;2.jornalero;200000;;;;;;;1.diariamente;;2.Si, FeA;;1.subsidiado;4.nada ;2;0;2;3;0.no;;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
2;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;e;v;e;e;5.48;0.hombre;74;4.soltero;2.primaria;2.jornalero;;Los ingresos varian dependiendo de los galones de café que recoja, cada galón lo cobra a $12.000. ;12;;;;;2.cada semana ;;3.otro;adulto mayor;1.subsidiado;4.nada ;2;1;4;1;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
3;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;v;3.3;0.hombre;35;4.soltero;3.bachillerato;2.jornalero;540000;;240;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;2;5;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
4;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;e;3.4;1.mujer;24;4.soltero;3.bachillerato;1.trabajador en su propia finca ;600000;;;;;;;3.cada 15 días;;1.No;;1.subsidiado;4.nada ;2;1;8;10;0.no;;1.si;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
5;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;e;e;v;e;5.15;0.hombre;55;3.viudo;2.primaria;2.jornalero;480000;;12;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;2;5;4;0.no;;0.no;99.No registra;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
6;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;v;5.4;0.hombre;65;1.union libre;1.ninguno;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;2.contributivo;4.nada ;6;2;8;6;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;v;3.45;1.mujer;57;1.union libre;2.primaria;3.otra;;1;;;;;;99.No registra;;2.Si, FeA;;1.subsidiado;3.preparando a los hijos;3;1;8;1;0.no;;1.si;1.si;0.no;0.no;1.si;0.no;0.no;1.si;0.no;1.si;1.si;0.no;1.si;0.no
8;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;e;e;v;v;5.4;0.hombre;65;4.soltero;1.ninguno;2.jornalero;480000;;;;;;;2.cada semana ;;3.otro;IBA;1.subsidiado;4.nada ;1;0;0;5;0.no;;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si
9;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;e;4;1.mujer;25;4.soltero;3.bachillerato;3.otra;780000;;1;1;1;;;3.cada 15 días;;1.No;;1.subsidiado;4.nada ;4;4;9;6;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;e;e;e;e;5.52;0.hombre;50;4.soltero;2.primaria;2.jornalero;400000;;;;;;;2.cada semana ;;1.No;;2.contributivo;4.nada ;4;0;1;5;0.no;;1.si;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
11;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;e;e;e;e;6.42;0.hombre;70;4.soltero;2.primaria;3.otra;0;;;;;;;99.No registra;;1.No;;1.subsidiado;4.nada ;1;0;6;NR;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
12;10/07/2021;4.ascendente - fee efectivo;7.Córdoba;2;v;v;v;v;4;0.hombre;33;4.soltero;2.primaria;2.jornalero;920000;;240;1;;;;3.cada 15 días;;2.Si, FeA;;2.contributivo;4.nada ;5;1;10;1;0.no;;1.si;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;1.si;1.si;0.no
1;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;v;e;e;4.09;0.hombre;57;2.casado;3.bachillerato;2.jornalero;400000;;;;;;;5.otro;Cada dos meses ;1.No;;1.subsidiado;4.nada ;4;0;5;5;0.no;;1.si;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
2;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;v;e;v;v;8.31;0.hombre;91;2.casado;1.ninguno;3.otra;50000;;;;;;;5.otro;Cada que trabaja ;2.Si, FeA;;1.subsidiado;4.nada ;1;0;7;4;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
3;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;e;e;e;4.42;0.hombre;54;5.divorciado/separado;3.bachillerato;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;6;8;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;1.si;0.no
4;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;v;e;e;6.12;0.hombre;57;2.casado;2.primaria;2.jornalero;520000;;240;;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;2.fondo de pensiones voluntarias;2;2;1;6;0.no;;0.no;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
5;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;v;e;e;e;5.22;1.mujer;79;3.viudo;2.primaria;3.otra;;1;;;;;;5.otro;Ninguno ;3.otro;Adulto mayor ;1.subsidiado;3.preparando a los hijos;3;0;2;7;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;1.si;0.no;0.no
6;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;e;e;e;7.33;0.hombre;57;4.soltero;2.primaria;2.jornalero;590000;;100;100;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;0;1;7;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;v;v;v;v;7.49;0.hombre;80;1.union libre;2.primaria;3.otra;;1;;;;;;5.otro;Ninguno ;3.otro;Adulto mayor ;1.subsidiado;4.nada ;3;0;3;4;0.no;;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
8;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;e;e;e;5.43;0.hombre;69;2.casado;2.primaria;2.jornalero;480000;;300;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;8;5;0.no;;0.no;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;1.si;0.no
9;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;v;e;v;e;8.17;0.hombre;79;1.union libre;1.ninguno;3.otra;;1;;;;;;5.otro;Irregular ;3.otro;Adulto mayor;1.subsidiado;4.nada ;5;1;0;3;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
10;17/07/2021;1.descendente- fee voucher ;10.Buenavista;1;e;v;e;e;6;0.hombre;53;4.soltero;2.primaria;2.jornalero;480000;;360;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;3;7;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;e;e;e;e;5.59;0.hombre;63;4.soltero;2.primaria;2.jornalero;480000;;600;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;2;2;0.no;;1.si;0.no;0.no;1.si;1.si;0.no;0.no;0.no;0.no;1.si;1.si;1.si;1.si;0.no
2;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;v;v;e;5.51;0.hombre;60;4.soltero;2.primaria;2.jornalero;430000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;5;0;6;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
3;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;e;v;e;v;5.41;0.hombre;63;4.soltero;3.bachillerato;2.jornalero;400000;;300;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;4.nada ;4;0;10;10;0.no;;0.no;0.no;0.no;1.si;1.si;0.no;1.si;0.no;0.no;1.si;1.si;0.no;0.no;0.no
4;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;v;v;v;5.31;0.hombre;65;4.soltero;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;4.nada ;5;0;5;1;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
5;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;e;v;v;e;6.34;0.hombre;74;5.divorciado/separado;2.primaria;2.jornalero;220000;;360;1;;;;2.cada semana ;;99.No registra;;1.subsidiado;4.nada ;3;3;5;7;0.no;;99.No registra;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;v;v;e;5.09;1.mujer;53;1.union libre;2.primaria;3.otra;;1;;;;;;5.otro;Ninguno ;3.otro;Ingreso solidario;1.subsidiado;3.preparando a los hijos;4;1;5;5;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
8;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;e;e;e;7.09;0.hombre;84;5.divorciado/separado;2.primaria;3.otra;0;;;;;;;5.otro;Ninguno;3.otro;Adulto mayor;99.No registra;4.nada ;2;2;4;2;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
9;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;v;v;v;4.5;1.mujer;49;1.union libre;1.ninguno;3.otra;450000;;;;;;;1.diariamente;;1.No;;1.subsidiado;2.fondo de pensiones voluntarias;1;2;3;1;0.no;;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
10;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;v;e;v;v;6.55;0.hombre;63;4.soltero;2.primaria;3.otra;;1;;;;;;5.otro;Ninguno ;1.No;;1.subsidiado;4.nada ;1;0;9;9;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
11;17/07/2021;2.descendente - fee efectivo ;10.Buenavista;2;e;v;v;v;6.48;0.hombre;66;4.soltero;2.primaria;2.jornalero;400000;;360;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;4.nada ;2;0;5;10;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
1;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;v;v;v;v;5.03;0.hombre;85;3.viudo;1.ninguno;2.jornalero;;1;;;;;;99.No registra;;3.otro;Adulto mayor ;3.ninguno;4.nada ;3;2;1;1;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
2;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;4.52;0.hombre;60;1.union libre;2.primaria;2.jornalero;480000;;1;;;;;2.cada semana ;;2.Si, FeA;;2.contributivo;1.fondo de pensiones obligatorias;3;4;0;5;0.no;;0.no;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
3;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;v;e;e;e;5.16;0.hombre;74;4.soltero;1.ninguno;2.jornalero;400000;;;;;;;2.cada semana ;;3.otro;Adulto mayor ;3.ninguno;4.nada ;1;0;2;7;0.no;;0.no;1.si;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
4;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;v;v;4.14;0.hombre;65;4.soltero;2.primaria;2.jornalero;480000;;1;1;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;3;5;0.no;;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
5;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;v;v;e;e;4.28;0.hombre;61;4.soltero;3.bachillerato;2.jornalero;500000;;;;;;;4.cada mes;;1.No;;3.ninguno;4.nada ;1;0;7;5;0.no;;0.no;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
6;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;4.57;0.hombre;57;4.soltero;1.ninguno;2.jornalero;600000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;3.preparando a los hijos;2;1;1;8;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
7;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;v;v;v;3.52;0.hombre;64;1.union libre;2.primaria;2.jornalero;550000;;;;;;;4.cada mes;;1.No;;3.ninguno;4.nada ;2;0;7;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;3.22;0.hombre;31;4.soltero;3.bachillerato;2.jornalero;480000;;1;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;0;10;3;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
9;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;v;v;v;v;5.1;0.hombre;60;1.union libre;2.primaria;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;3;3;8;3;0.no;;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;3.48;0.hombre;55;1.union libre;3.bachillerato;2.jornalero;800000;;;;;;;2.cada semana ;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;5;2;6;1;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
11;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;3.36;0.hombre;61;4.soltero;1.ninguno;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;2;0;2;5;1.si;1.si;0.no;1.si;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
12;17/07/2021;4.ascendente - fee efectivo;3.La Tebaida;1;e;e;e;e;6.17;0.hombre;76;1.union libre;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;2.Si, FeA;;1.subsidiado;4.nada ;2;0;4;5;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no
1;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;v;e;v;v;3.52;0.hombre;66;2.casado;1.ninguno;2.jornalero;480000;;1;;;;;2.cada semana ;;3.otro;Adulto mayor ;2.contributivo;4.nada ;3;1;No sabe;1;0.no;;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;0.no;1.si;1.si;0.no;1.si;0.no
2;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;v;3.43;0.hombre;69;1.union libre;1.ninguno;2.jornalero;480000;;;;;;;2.cada semana ;;3.otro;Adulto mayor;3.ninguno;4.nada ;10;1;0;5;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;0.no;1.si;0.no
3;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.34;0.hombre;62;4.soltero;3.bachillerato;2.jornalero;480000;;1;;;;;2.cada semana ;;3.otro;IVA;1.subsidiado;4.nada ;1;0;8;7;0.no;;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;1.si;0.no
4;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.45;0.hombre;69;4.soltero;1.ninguno;2.jornalero;460000;;1;1;;;;2.cada semana ;;3.otro;Adulto mayor ;1.subsidiado;4.nada ;3;0;2;1;0.no;;0.no;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;1.si;0.no;1.si;1.si;0.no
5;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;v;3.46;0.hombre;57;4.soltero;2.primaria;2.jornalero;400000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;4;1;4;5;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
6;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;3.23;0.hombre;55;4.soltero;1.ninguno;2.jornalero;440000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;0;10;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;0.no;0.no
7;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;v;e;e;e;5.08;0.hombre;71;2.casado;2.primaria;2.jornalero;420000;;;;;;;3.cada 15 días;;3.otro;Adulto mayor ;1.subsidiado;4.nada ;4;0;2;1;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
8;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.15;0.hombre;66;4.soltero;2.primaria;2.jornalero;400000;;;1;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;4;1;2;1;0.no;;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
9;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.08;0.hombre;49;4.soltero;2.primaria;2.jornalero;480000;;;;;;;2.cada semana ;;1.No;;3.ninguno;4.nada ;3;2;4;1;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
10;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.42;0.hombre;63;4.soltero;2.primaria;2.jornalero;400000;;;;;;;4.cada mes;;1.No;;2.contributivo;4.nada ;2;0;8;5;0.no;;0.no;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
11;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;v;v;v;5.08;0.hombre;81;4.soltero;1.ninguno;2.jornalero;400000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;4.nada ;1;0;0;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
12;17/07/2021;3.ascendente - fee voucher ;3.La Tebaida;2;e;e;e;e;4.32;0.hombre;78;1.union libre;1.ninguno;2.jornalero;400000;;;;;;;2.cada semana ;;2.Si, FeA;;3.ninguno;4.nada ;1;0;0;1;0.no;;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;1.si;0.no;1.si;0.no;0.no
1;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;5.16;0.hombre;58;2.casado;3.bachillerato;2.jornalero;800000;;;;;;;2.cada semana ;;1.No;;2.contributivo;1.fondo de pensiones obligatorias;3;0;2;8;0.no;;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;0.no;1.si;1.si;0.no;0.no;0.no
2;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;5.11;0.hombre;65;4.soltero;2.primaria;2.jornalero;480000;;;;;;;4.cada mes;;1.No;;1.subsidiado;4.nada ;1;0;4;5;0.no;;0.no;1.si;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no;0.no
3;24/07/2021;2.descendente - fee efectivo ;8.Quimbaya;1;e;e;e;e;5.06;0.hombre;73;4.soltero;2.primaria;2.jornalero;120000;;;;;;;2.cada semana ;;1.No;;1.subsidiado;2.fondo de pensiones voluntarias;2;0;6;9;0.no;;1.si;1.si;1.si;1.si;0.no;0.no;0.no;0.no;0.no;1.si;1.si;0.no;1.si;1.si
